id,category,body
94,alt.atheism,"If I'm wrong, god is free at any time to correct my mistake. That he continues not to do so, while supposedly proclaiming his undying love for my eternal soul, speaks volumes. As for the trap, you are not in a position to tell me that I don't believe in god because I do not wish to. Unless you can know my motivations better than I do myself, you should believe me when I say that I earnestly searched for god for years and never found him. /\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ Bob Beauchaine bobbe@vice.ICO.TEK.COM They said that Queens could stay, they blew the…"
95,alt.atheism,"Which objective system are you talking about? What is its goal? Again, which brand of morality are you talking about?"
96,alt.atheism,"I assume you are posting to encourage comments - how much history has Tony Campello read? Not much it seems. It is good to hear that there are a few reasonable Christians about. If only those christian ""scientists"" would take note. (In Australia there is a very strong movement, a bunch of christian scientists who believe that every single event in the bible is exactly true, and that there is a rational explanation for it all that can be justified by using the laws of physics. For example, there are a few chaps who are trying to prove that the age of the universe is 6000 years old, and that…"
97,alt.atheism,": [ . . . . . ] : : Personally, I feel that since religion have such a poweful : psychological effect, we should let theists be. But the problem is that : religions cause enormous harm to non-believers and to humanity as a whole : (holy wars, inquisitions, inter-religious hatred, impedence of science : & intellectual progress, us-&-them attitudes etc etc. Need I say more?). : I really don't know what we can do about them. Any comments? : I have always held that there should be no attempt to change a persons attitude or lifestyle as long as it makes them happy and does not tax anybody else.…"
98,alt.atheism,": Mr Connor's assertion that ""more complex"" == later in paleontology : is simply incorrect. Many lineages are known in which whole : structures are lost -- for example, snakes have lost their legs. : Cave fish have lost their eyes. Some species have almost completely : lost their males. Kiwis are descended from birds with functional : wings. Joel, The statements I made were illustrative of the inescapably anthrpomorphic quality of any desciption of an evolutionary process. There is no way evolution can be described or explained in terms other than teleological, that is my whole point. Even…"
99,alt.atheism,"[reply to zazen@austin.ibm.com (E. H. Welbon)] For many atheists, the lack of belief in gods is secondary to an epistemological consideration: what do we accept as a reliable way of knowing? There are no known valid logical arguments for the existence of gods, nor is there any empirical evidence that they exist. Most philosophers and theologians agree that the idea of a god is one that must be accepted on faith. Faith is belief without a sound logical basis or empirical evidence. It is a reliable way of knowing? There is probably nothing else most people would accept in the absence of any…"
100,alt.atheism,Didn't you hear? His address has changed. He can be reached at the following address: dkoresh@branch.davidian.compound.waco.tx.us I think he was last seen posting to alt.messianic. Jim
101,alt.atheism,Thanks to whoever posted this wonderful parody of people who post without reading the FAQ! I was laughing for a good 5 minutes. Were there any parts of the FAQ that weren't mentioned? I think there might have been one or two... Please don't tell me this wasn't a joke. I'm not ready to hear that yet...
102,alt.atheism,"1. Did you read the FAQs? 2. If NO, Read the FAQs. 3. IF YES, you wouldn't have posted such drivel. The ""Lord, Liar or Lunatic"" argument is a false trilemma. Even if you disprove Liar and Lunatic (which you haven't), you have not eliminated the other possibilities, such as Mistaken, Misdirected, or Misunderstood. You have arbitrarily set up three and only three possibilities without considering others. 4. Read a good book on rhetoric and critical thinking. If you think the ""Lord, Liar, or Lunatic"" discussion is an example of a good argument, you are in need of learning. 5. Read the FAQs…"
103,alt.atheism,":> God is eternal. [A = B] :> Jesus is God. [C = A] :> Therefore, Jesus is eternal. [C = B] :> This works both logically and mathematically. God is of the set of :> things which are eternal. Jesus is a subset of God. Therefore :> Jesus belongs to the set of things which are eternal. Everything isn't always so logical.... Mercedes is a car. That girl is Mercedes. Therefore, that girl is a car?"
